,Invoice_ID,Client_Name,Billing_Clerk,Region,Freight_Amount,Billed_Amount,Status,Region_Manager,Date_Processed,Error_Flag
6397,INV7397,Quickmove,John D,Toronto,145.76,145.76,Flagged,David,2023-08-04,False
6398,INV7398,Greenline,Ravi K,Calgary,1049.09,1049.09,Flagged,Steve,2023-01-13,False
6399,INV7399,Quickmove,Sonia M,Vancouver,2763.09,2763.09,Pending,Maria,2023-07-27,False
6400,INV7400,Greenline,John D,Calgary,1168.44,1168.44,Flagged,Steve,2023-09-19,False
6401,INV7401,Roadx,Ravi K,Windsor,3846.67,3842.67,Approved,Kathy,2023-03-09,True
6402,INV7402,Roadx,John D,Montreal,1629.46,1629.46,Pending,Nora,2023-02-25,False
6403,INV7403,Xyz Ltd,Leah T,Toronto,1538.76,1535.76,Approved,David,2023-01-06,True
6404,INV7404,Greenline,Ravi K,Windsor,104.53,104.53,Flagged,Kathy,2023-09-10,False
6405,INV7405,Xyz Ltd,Leah T,Toronto,1423.62,1423.62,Approved,David,2023-08-04,False
6406,INV7406,Greenline,Naman Goyal,Windsor,1166.59,1166.59,Approved,Kathy,2023-08-20,False
6407,INV7407,Roadx,Naman Goyal,Windsor,1781.88,1781.88,Pending,Kathy,2023-07-18,False
6408,INV7408,Greenline,Sonia M,Windsor,823.52,823.52,Approved,Kathy,2023-08-04,False
6409,INV7409,Quickmove,Alex P,Vancouver,3013.78,3013.78,Flagged,Maria,2023-09-25,False
6410,INV7410,Abc Corp,Leah T,Calgary,1269.83,1260.83,Pending,Steve,2023-09-08,True
6411,INV7411,Fastship,Leah T,Montreal,4175.58,4175.58,Flagged,Nora,2023-01-02,False
6412,INV7412,Ab Trucks,Naman Goyal,Calgary,1494.33,1494.33,Flagged,Steve,2023-01-24,False
6413,INV7413,Quickmove,Leah T,Calgary,1133.26,1133.26,Approved,Steve,2023-07-03,False
6414,INV7414,Abc Corp,Alex P,Toronto,378.08,378.08,Flagged,David,2023-10-08,False
6415,INV7415,Ab Trucks,John D,Vancouver,3725.54,3725.54,Approved,Maria,2023-05-10,False
6416,INV7416,Xyz Ltd,John D,Vancouver,2590.22,2590.22,Pending,Maria,2023-09-30,False
6417,INV7417,Ab Trucks,Alex P,Windsor,657.54,657.54,Pending,Kathy,2023-09-25,False
6418,INV7418,Xyz Ltd,Leah T,Calgary,1184.54,1184.54,Pending,Steve,2023-01-01,False
6419,INV7419,Greenline,Leah T,Montreal,4993.72,4993.72,Pending,Nora,2023-03-29,False
6420,INV7420,Quickmove,Leah T,Toronto,4049.54,4049.54,Pending,David,2023-04-27,False
6421,INV7421,Ab Trucks,Sonia M,Vancouver,1814.36,1814.36,Pending,Maria,2023-08-04,False
6422,INV7422,Roadx,Ravi K,Windsor,2758.52,2758.52,Pending,Kathy,2023-06-12,False
6423,INV7423,Abc Corp,Alex P,Montreal,2138.48,2138.48,Approved,Nora,2023-09-20,False
6424,INV7424,Abc Corp,Alex P,Calgary,278.31,278.31,Approved,Steve,2023-05-10,False
6425,INV7425,Ab Trucks,Alex P,Montreal,3915.52,3915.52,Flagged,Nora,2023-10-01,False
6426,INV7426,Abc Corp,Alex P,Vancouver,3613.23,3613.23,Flagged,Maria,2023-08-24,False
6427,INV7427,Roadx,Alex P,Toronto,2103.13,2103.13,Pending,David,2023-12-25,False
6428,INV7428,Quickmove,Leah T,Calgary,4244.9,4244.9,Approved,Steve,2023-02-11,False
6429,INV7429,Abc Corp,Sonia M,Toronto,2720.22,2738.22,Approved,David,2023-05-07,True
6430,INV7430,Ab Trucks,Naman Goyal,Montreal,419.52,419.52,Approved,Nora,2023-02-12,False
6431,INV7431,Fastship,Leah T,Montreal,1371.09,1371.09,Flagged,Nora,2023-07-21,False
6432,INV7432,Fastship,Leah T,Windsor,2362.69,2362.69,Pending,Kathy,2023-05-21,False
6433,INV7433,Xyz Ltd,Ravi K,Calgary,606.9,558.9,Approved,Steve,2023-10-21,True
6434,INV7434,Abc Corp,Naman Goyal,Montreal,2898.3,2898.3,Flagged,Nora,2023-11-17,False
6435,INV7435,Quickmove,Alex P,Vancouver,690.78,690.78,Approved,Maria,2023-09-20,False
6436,INV7436,Ab Trucks,Naman Goyal,Vancouver,1082.49,1082.49,Approved,Maria,2023-05-17,False
6437,INV7437,Abc Corp,Sonia M,Toronto,4480.52,4435.52,Flagged,David,2023-04-29,True
6438,INV7438,Greenline,John D,Vancouver,4999.08,4999.08,Flagged,Maria,2023-06-29,False
6439,INV7439,Roadx,Naman Goyal,Montreal,2796.24,2796.24,Approved,Nora,2023-12-26,False
6440,INV7440,Abc Corp,Naman Goyal,Vancouver,3136.28,3185.28,Pending,Maria,2023-06-19,True
6441,INV7441,Abc Corp,Ravi K,Calgary,4007.41,4007.41,Pending,Steve,2023-06-12,False
6442,INV7442,Fastship,Sonia M,Toronto,3511.08,3511.08,Flagged,David,2023-03-08,False
6443,INV7443,Roadx,John D,Calgary,994.09,994.09,Approved,Steve,2023-07-22,False
6444,INV7444,Ab Trucks,Sonia M,Montreal,2117.19,2117.19,Flagged,Nora,2023-07-28,False
6445,INV7445,Abc Corp,Alex P,Montreal,2722.07,2672.07,Approved,Nora,2023-11-05,True
6446,INV7446,Fastship,John D,Vancouver,1862.59,1862.59,Approved,Maria,2023-03-09,False
6447,INV7447,Xyz Ltd,Ravi K,Windsor,962.92,962.92,Approved,Kathy,2023-02-23,False
6448,INV7448,Roadx,John D,Windsor,3706.96,3706.96,Flagged,Kathy,2023-06-26,False
6449,INV7449,Fastship,Ravi K,Montreal,1074.35,1074.35,Flagged,Nora,2023-06-14,False
6450,INV7450,Ab Trucks,Alex P,Montreal,1376.38,1376.38,Flagged,Nora,2023-09-02,False
6451,INV7451,Quickmove,Ravi K,Toronto,1503.95,1503.95,Flagged,David,2023-09-17,False
6452,INV7452,Fastship,Sonia M,Montreal,892.72,932.72,Pending,Nora,2023-09-13,True
6453,INV7453,Quickmove,Naman Goyal,Montreal,4262.8,4262.8,Approved,Nora,2023-05-17,False
6454,INV7454,Abc Corp,Sonia M,Toronto,3092.02,3092.02,Flagged,David,2023-03-14,False
6455,INV7455,Abc Corp,Leah T,Calgary,4190.27,4190.27,Approved,Steve,2023-06-24,False
6456,INV7456,Xyz Ltd,Sonia M,Calgary,2519.27,2530.27,Pending,Steve,2023-05-17,True
6457,INV7457,Greenline,John D,Toronto,2645.86,2645.86,Flagged,David,2023-12-22,False
6458,INV7458,Greenline,Alex P,Toronto,3119.11,3119.11,Pending,David,2023-07-17,False
6459,INV7459,Greenline,Leah T,Calgary,1917.51,1917.51,Flagged,Steve,2023-09-22,False
6460,INV7460,Quickmove,Leah T,Calgary,2533.26,2533.26,Approved,Steve,2023-11-26,False
6461,INV7461,Roadx,Leah T,Calgary,2779.88,2779.88,Pending,Steve,2023-02-18,False
6462,INV7462,Roadx,Naman Goyal,Calgary,4772.36,4772.36,Pending,Steve,2023-05-01,False
6463,INV7463,Xyz Ltd,Ravi K,Vancouver,4426.25,4426.25,Flagged,Maria,2023-09-20,False
6464,INV7464,Roadx,Alex P,Toronto,733.3,733.3,Approved,David,2023-07-13,False
6465,INV7465,Greenline,Alex P,Windsor,302.28,302.28,Approved,Kathy,2023-07-07,False
6466,INV7466,Greenline,Naman Goyal,Vancouver,3433.64,3433.64,Approved,Maria,2023-07-26,False
6467,INV7467,Fastship,Sonia M,Windsor,341.07,341.07,Approved,Kathy,2023-05-05,False
6468,INV7468,Roadx,Alex P,Windsor,395.72,395.72,Flagged,Kathy,2023-04-19,False
6469,INV7469,Abc Corp,Leah T,Montreal,880.39,880.39,Pending,Nora,2023-10-15,False
6470,INV7470,Abc Corp,Alex P,Toronto,1823.36,1823.36,Flagged,David,2023-05-10,False
6471,INV7471,Fastship,Alex P,Vancouver,2231.48,2231.48,Approved,Maria,2023-08-13,False
6472,INV7472,Fastship,Sonia M,Toronto,2644.95,2675.95,Pending,David,2023-03-11,True
6473,INV7473,Fastship,Ravi K,Calgary,4962.21,4962.21,Pending,Steve,2023-03-16,False
6474,INV7474,Abc Corp,John D,Toronto,1987.64,1987.64,Approved,David,2023-06-15,False
6475,INV7475,Greenline,Leah T,Windsor,1289.49,1289.49,Flagged,Kathy,2023-06-26,False
6476,INV7476,Fastship,Ravi K,Calgary,2918.74,2918.74,Flagged,Steve,2023-08-24,False
6477,INV7477,Xyz Ltd,Naman Goyal,Toronto,1154.24,1154.24,Approved,David,2023-09-18,False
6478,INV7478,Quickmove,Leah T,Toronto,4708.66,4708.66,Pending,David,2023-10-04,False
6479,INV7479,Fastship,John D,Windsor,1370.35,1370.35,Pending,Kathy,2023-06-09,False
6480,INV7480,Quickmove,Naman Goyal,Calgary,4950.68,4950.68,Flagged,Steve,2023-06-15,False
6481,INV7481,Ab Trucks,Sonia M,Windsor,2151.47,2102.47,Pending,Kathy,2023-03-29,True
6482,INV7482,Fastship,Ravi K,Toronto,4082.16,4082.16,Approved,David,2023-03-05,False
6483,INV7483,Abc Corp,Leah T,Vancouver,3276.57,3276.57,Pending,Maria,2023-10-31,False
6484,INV7484,Roadx,Alex P,Vancouver,4674.12,4674.12,Flagged,Maria,2023-11-03,False
6485,INV7485,Fastship,John D,Montreal,3164.59,3164.59,Flagged,Nora,2023-06-10,False
6486,INV7486,Roadx,Leah T,Vancouver,2947.97,2947.97,Approved,Maria,2023-04-01,False
6487,INV7487,Ab Trucks,Alex P,Calgary,3298.98,3298.98,Flagged,Steve,2023-04-02,False
6488,INV7488,Xyz Ltd,Leah T,Montreal,3953.68,3953.68,Approved,Nora,2023-03-21,False
6489,INV7489,Roadx,Naman Goyal,Calgary,4504.32,4504.32,Pending,Steve,2023-02-11,False
6490,INV7490,Quickmove,Alex P,Vancouver,1407.39,1434.39,Pending,Maria,2023-08-24,True
6491,INV7491,Greenline,Alex P,Vancouver,1084.35,1084.35,Pending,Maria,2023-06-12,False
6492,INV7492,Fastship,Leah T,Toronto,268.31,268.31,Approved,David,2023-02-11,False
6493,INV7493,Ab Trucks,Sonia M,Calgary,1913.39,1913.39,Flagged,Steve,2023-01-23,False
6494,INV7494,Ab Trucks,Sonia M,Windsor,4246.31,4273.31,Approved,Kathy,2023-06-09,True
6495,INV7495,Roadx,Ravi K,Toronto,442.3,442.3,Pending,David,2023-07-05,False
6496,INV7496,Xyz Ltd,Naman Goyal,Calgary,2738.75,2738.75,Pending,Steve,2023-07-23,False
6497,INV7497,Abc Corp,Sonia M,Montreal,3504.46,3504.46,Pending,Nora,2023-09-23,False
6498,INV7498,Fastship,Leah T,Calgary,4200.58,4200.58,Pending,Steve,2023-07-25,False
6499,INV7499,Ab Trucks,Sonia M,Montreal,2958.81,2958.81,Pending,Nora,2023-10-08,False
6500,INV7500,Xyz Ltd,Ravi K,Montreal,1012.97,1019.97,Approved,Nora,2023-05-21,True
6501,INV7501,Greenline,John D,Vancouver,4826.23,4873.23,Pending,Maria,2023-08-14,True
6502,INV7502,Ab Trucks,Ravi K,Windsor,563.79,563.79,Approved,Kathy,2023-10-01,False
6503,INV7503,Xyz Ltd,Alex P,Calgary,3868.1,3868.1,Approved,Steve,2023-11-11,False
6504,INV7504,Abc Corp,Alex P,Windsor,524.14,524.14,Pending,Kathy,2023-06-28,False
6505,INV7505,Abc Corp,Sonia M,Montreal,802.75,802.75,Pending,Nora,2023-07-16,False
6506,INV7506,Ab Trucks,Sonia M,Vancouver,4501.26,4501.26,Pending,Maria,2023-09-04,False
6507,INV7507,Quickmove,Ravi K,Windsor,3790.07,3790.07,Approved,Kathy,2023-07-14,False
6508,INV7508,Ab Trucks,Ravi K,Toronto,1890.99,1890.99,Flagged,David,2023-01-06,False
6509,INV7509,Roadx,Leah T,Montreal,3229.75,3229.75,Approved,Nora,2023-04-20,False
6510,INV7510,Fastship,Naman Goyal,Toronto,2340.51,2340.51,Pending,David,2023-05-04,False
6511,INV7511,Xyz Ltd,Leah T,Windsor,426.04,426.04,Approved,Kathy,2023-09-20,False
6512,INV7512,Ab Trucks,Alex P,Windsor,3633.53,3633.53,Flagged,Kathy,2023-09-29,False
6513,INV7513,Abc Corp,Leah T,Windsor,3839.95,3839.95,Flagged,Kathy,2023-12-21,False
6514,INV7514,Xyz Ltd,Ravi K,Calgary,4423.47,4434.47,Flagged,Steve,2023-04-19,True
6515,INV7515,Fastship,Leah T,Montreal,2749.12,2749.12,Approved,Nora,2023-12-13,False
6516,INV7516,Ab Trucks,John D,Montreal,3398.38,3398.38,Flagged,Nora,2023-06-14,False
6517,INV7517,Abc Corp,Naman Goyal,Montreal,2246.45,2240.45,Flagged,Nora,2023-03-02,True
6518,INV7518,Xyz Ltd,Ravi K,Calgary,1662.66,1662.66,Approved,Steve,2023-12-02,False
6519,INV7519,Xyz Ltd,Sonia M,Windsor,2117.33,2117.33,Pending,Kathy,2023-01-02,False
6520,INV7520,Abc Corp,Leah T,Windsor,4567.59,4567.59,Flagged,Kathy,2023-06-12,False
6521,INV7521,Quickmove,Ravi K,Toronto,904.44,904.44,Approved,David,2023-06-16,False
6522,INV7522,Ab Trucks,Sonia M,Calgary,1317.65,1317.65,Flagged,Steve,2023-10-08,False
6523,INV7523,Xyz Ltd,Sonia M,Vancouver,3070.33,3070.33,Approved,Maria,2023-06-08,False
6524,INV7524,Ab Trucks,Alex P,Calgary,669.78,669.78,Pending,Steve,2023-08-18,False
6525,INV7525,Roadx,Alex P,Toronto,4470.14,4470.14,Approved,David,2023-05-18,False
6526,INV7526,Ab Trucks,Ravi K,Toronto,331.46,368.46,Approved,David,2023-12-04,True
6527,INV7527,Fastship,Ravi K,Toronto,3801.03,3801.03,Flagged,David,2023-04-15,False
6528,INV7528,Abc Corp,John D,Windsor,1931.27,1902.27,Approved,Kathy,2023-12-09,True
6529,INV7529,Quickmove,Naman Goyal,Vancouver,350.71,350.71,Pending,Maria,2023-01-27,False
6530,INV7530,Ab Trucks,Naman Goyal,Toronto,4230.35,4230.35,Approved,David,2023-01-25,False
6531,INV7531,Quickmove,Ravi K,Montreal,3238.26,3238.26,Approved,Nora,2023-05-24,False
6532,INV7532,Quickmove,Alex P,Windsor,143.41,143.41,Approved,Kathy,2023-02-14,False
6533,INV7533,Roadx,Leah T,Vancouver,1410.91,1410.91,Pending,Maria,2023-02-05,False
6534,INV7534,Greenline,John D,Montreal,1825.02,1865.02,Pending,Nora,2023-10-15,True
6535,INV7535,Abc Corp,Naman Goyal,Vancouver,1680.63,1680.63,Approved,Maria,2023-01-24,False
6536,INV7536,Quickmove,Ravi K,Vancouver,2541.88,2541.88,Approved,Maria,2023-02-24,False
6537,INV7537,Xyz Ltd,Alex P,Montreal,2681.33,2681.33,Approved,Nora,2023-02-24,False
6538,INV7538,Fastship,Alex P,Calgary,2044.09,2044.09,Flagged,Steve,2023-10-23,False
6539,INV7539,Xyz Ltd,Alex P,Vancouver,1725.67,1772.67,Pending,Maria,2023-10-07,True
6540,INV7540,Roadx,Leah T,Calgary,2571.61,2571.61,Approved,Steve,2023-04-29,False
6541,INV7541,Roadx,Sonia M,Vancouver,264.72,264.72,Approved,Maria,2023-09-05,False
6542,INV7542,Xyz Ltd,Leah T,Montreal,3261.49,3292.49,Pending,Nora,2023-05-10,True
6543,INV7543,Abc Corp,Alex P,Vancouver,3069.31,3069.31,Flagged,Maria,2023-03-25,False
6544,INV7544,Xyz Ltd,Alex P,Toronto,1468.18,1468.18,Approved,David,2023-05-27,False
6545,INV7545,Ab Trucks,John D,Toronto,979.63,979.63,Pending,David,2023-02-25,False
6546,INV7546,Xyz Ltd,Leah T,Vancouver,457.63,457.63,Flagged,Maria,2023-05-23,False
6547,INV7547,Fastship,Ravi K,Montreal,2977.98,2941.98,Pending,Nora,2023-02-11,True
6548,INV7548,Fastship,Alex P,Montreal,2887.61,2887.61,Pending,Nora,2023-07-01,False
6549,INV7549,Greenline,John D,Windsor,2713.26,2713.26,Approved,Kathy,2023-01-02,False
6550,INV7550,Fastship,Naman Goyal,Montreal,4929.53,4929.53,Pending,Nora,2023-07-12,False
6551,INV7551,Xyz Ltd,Naman Goyal,Calgary,2704.57,2704.57,Approved,Steve,2023-11-10,False
6552,INV7552,Fastship,Ravi K,Vancouver,3636.77,3636.77,Flagged,Maria,2023-06-11,False
6553,INV7553,Abc Corp,John D,Toronto,653.3,653.3,Approved,David,2023-03-04,False
6554,INV7554,Quickmove,Ravi K,Montreal,1564.96,1564.96,Pending,Nora,2023-06-17,False
6555,INV7555,Fastship,John D,Toronto,1449.69,1449.69,Pending,David,2023-12-26,False
6556,INV7556,Ab Trucks,John D,Windsor,2922.28,2922.28,Pending,Kathy,2023-11-03,False
6557,INV7557,Abc Corp,Ravi K,Vancouver,1720.98,1720.98,Approved,Maria,2023-07-05,False
6558,INV7558,Greenline,John D,Montreal,3241.23,3241.23,Flagged,Nora,2023-07-20,False
6559,INV7559,Ab Trucks,Leah T,Toronto,3481.44,3481.44,Flagged,David,2023-02-05,False
6560,INV7560,Xyz Ltd,Alex P,Montreal,265.08,310.08,Pending,Nora,2023-06-08,True
6561,INV7561,Quickmove,John D,Windsor,3234.81,3234.81,Approved,Kathy,2023-12-18,False
6562,INV7562,Xyz Ltd,Leah T,Toronto,672.26,672.26,Pending,David,2023-03-20,False
6563,INV7563,Quickmove,John D,Toronto,2379.16,2379.16,Approved,David,2023-02-11,False
6564,INV7564,Quickmove,Leah T,Vancouver,3660.23,3660.23,Flagged,Maria,2023-03-07,False
6565,INV7565,Xyz Ltd,Ravi K,Vancouver,3546.39,3546.39,Approved,Maria,2023-01-23,False
6566,INV7566,Ab Trucks,Naman Goyal,Toronto,1569.13,1569.13,Approved,David,2023-06-11,False
6567,INV7567,Ab Trucks,Sonia M,Vancouver,1434.59,1434.59,Pending,Maria,2023-12-13,False
6568,INV7568,Quickmove,John D,Toronto,2257.11,2257.11,Approved,David,2023-07-03,False
6569,INV7569,Ab Trucks,Ravi K,Calgary,1024.47,1024.47,Flagged,Steve,2023-12-06,False
6570,INV7570,Quickmove,John D,Montreal,4876.03,4876.03,Flagged,Nora,2023-02-06,False
6571,INV7571,Quickmove,Ravi K,Calgary,1790.09,1790.09,Flagged,Steve,2023-03-08,False
6572,INV7572,Abc Corp,Ravi K,Calgary,4622.67,4622.67,Pending,Steve,2023-03-24,False
6573,INV7573,Roadx,Leah T,Montreal,4550.5,4550.5,Approved,Nora,2023-10-13,False
6574,INV7574,Abc Corp,John D,Toronto,1887.76,1887.76,Approved,David,2023-02-09,False
6575,INV7575,Xyz Ltd,Ravi K,Toronto,1345.01,1345.01,Pending,David,2023-11-29,False
6576,INV7576,Roadx,Ravi K,Vancouver,3877.09,3862.09,Pending,Maria,2023-11-22,True
6577,INV7577,Fastship,John D,Windsor,1223.95,1223.95,Flagged,Kathy,2023-10-01,False
6578,INV7578,Xyz Ltd,Leah T,Toronto,2654.11,2654.11,Pending,David,2023-04-26,False
6579,INV7579,Greenline,Leah T,Montreal,642.38,642.38,Pending,Nora,2023-09-22,False
6580,INV7580,Abc Corp,Sonia M,Windsor,1991.07,1963.07,Flagged,Kathy,2023-09-14,True
6581,INV7581,Ab Trucks,Leah T,Montreal,482.96,482.96,Flagged,Nora,2023-10-20,False
6582,INV7582,Ab Trucks,Naman Goyal,Montreal,1488.85,1488.85,Approved,Nora,2023-11-16,False
6583,INV7583,Ab Trucks,John D,Montreal,3359.94,3359.94,Flagged,Nora,2023-01-26,False
6584,INV7584,Roadx,Naman Goyal,Windsor,4957.41,4957.41,Flagged,Kathy,2023-02-01,False
6585,INV7585,Greenline,Ravi K,Calgary,1348.56,1348.56,Approved,Steve,2023-04-08,False
6586,INV7586,Roadx,Naman Goyal,Montreal,2419.27,2419.27,Pending,Nora,2023-01-23,False
6587,INV7587,Greenline,Leah T,Vancouver,2295.43,2327.43,Approved,Maria,2023-12-18,True
6588,INV7588,Abc Corp,Ravi K,Toronto,1002.35,1002.35,Approved,David,2023-09-25,False
6589,INV7589,Ab Trucks,Naman Goyal,Toronto,3089.34,3089.34,Flagged,David,2023-03-30,False
6590,INV7590,Roadx,Naman Goyal,Toronto,3651.05,3651.05,Pending,David,2023-06-10,False
6591,INV7591,Greenline,John D,Windsor,821.38,821.38,Flagged,Kathy,2023-05-28,False
6592,INV7592,Quickmove,Naman Goyal,Vancouver,3809.91,3809.91,Pending,Maria,2023-12-09,False
6593,INV7593,Xyz Ltd,Ravi K,Vancouver,3530.79,3511.79,Approved,Maria,2023-02-08,True
6594,INV7594,Xyz Ltd,Leah T,Vancouver,1066.98,1066.98,Pending,Maria,2023-05-11,False
6595,INV7595,Roadx,John D,Vancouver,3279.84,3279.84,Flagged,Maria,2023-06-27,False
6596,INV7596,Ab Trucks,Naman Goyal,Vancouver,2028.99,2028.99,Pending,Maria,2023-11-25,False
6597,INV7597,Quickmove,John D,Calgary,3437.57,3437.57,Pending,Steve,2023-08-16,False
6598,INV7598,Roadx,Sonia M,Vancouver,2530.87,2530.87,Pending,Maria,2023-09-25,False
6599,INV7599,Abc Corp,John D,Vancouver,335.87,335.87,Flagged,Maria,2023-07-20,False
6600,INV7600,Greenline,Leah T,Windsor,3956.14,3956.14,Approved,Kathy,2023-01-04,False
6601,INV7601,Abc Corp,Sonia M,Windsor,2822.44,2822.44,Pending,Kathy,2023-08-14,False
6602,INV7602,Xyz Ltd,Sonia M,Vancouver,3651.49,3651.49,Pending,Maria,2023-09-27,False
6603,INV7603,Greenline,John D,Calgary,717.75,717.75,Pending,Steve,2023-09-18,False
6604,INV7604,Roadx,Ravi K,Vancouver,3634.24,3634.24,Pending,Maria,2023-10-18,False
6605,INV7605,Abc Corp,Leah T,Vancouver,2126.96,2173.96,Approved,Maria,2023-03-08,True
6606,INV7606,Fastship,Ravi K,Vancouver,4016.41,4016.41,Flagged,Maria,2023-12-01,False
6607,INV7607,Ab Trucks,Leah T,Montreal,3035.91,3035.91,Pending,Nora,2023-05-17,False
6608,INV7608,Quickmove,Leah T,Calgary,1839.02,1839.02,Pending,Steve,2023-10-10,False
6609,INV7609,Quickmove,Ravi K,Toronto,1089.39,1089.39,Pending,David,2023-01-07,False
6610,INV7610,Ab Trucks,Alex P,Vancouver,4098.03,4098.03,Approved,Maria,2023-05-09,False
6611,INV7611,Fastship,Sonia M,Toronto,2844.94,2844.94,Approved,David,2023-03-22,False
6612,INV7612,Xyz Ltd,John D,Calgary,4938.59,4901.59,Flagged,Steve,2023-11-28,True
6613,INV7613,Greenline,Ravi K,Vancouver,1930.09,1933.09,Pending,Maria,2023-02-03,True
6614,INV7614,Ab Trucks,Ravi K,Toronto,3460.02,3460.02,Pending,David,2023-07-18,False
6615,INV7615,Xyz Ltd,John D,Toronto,3151.82,3151.82,Approved,David,2023-04-11,False
6616,INV7616,Roadx,Sonia M,Calgary,3224.15,3267.15,Approved,Steve,2023-02-28,True
6617,INV7617,Quickmove,John D,Vancouver,3711.2,3711.2,Pending,Maria,2023-04-28,False
6618,INV7618,Fastship,Leah T,Montreal,781.63,781.63,Pending,Nora,2023-11-05,False
6619,INV7619,Xyz Ltd,Alex P,Calgary,2793.26,2793.26,Pending,Steve,2023-04-13,False
6620,INV7620,Xyz Ltd,Leah T,Montreal,2594.74,2594.74,Approved,Nora,2023-11-01,False
6621,INV7621,Abc Corp,Alex P,Vancouver,1778.4,1778.4,Pending,Maria,2023-02-03,False
6622,INV7622,Ab Trucks,John D,Toronto,2237.14,2237.14,Flagged,David,2023-09-09,False
6623,INV7623,Abc Corp,Leah T,Calgary,2642.18,2642.18,Approved,Steve,2023-04-16,False
6624,INV7624,Quickmove,Sonia M,Calgary,1672.52,1672.52,Flagged,Steve,2023-01-21,False
6625,INV7625,Fastship,Leah T,Calgary,1536.48,1536.48,Flagged,Steve,2023-01-18,False
6626,INV7626,Greenline,Ravi K,Windsor,3717.54,3717.54,Approved,Kathy,2023-07-20,False
6627,INV7627,Greenline,Alex P,Vancouver,427.9,426.9,Pending,Maria,2023-04-18,True
6628,INV7628,Xyz Ltd,Alex P,Windsor,1633.52,1633.52,Flagged,Kathy,2023-03-22,False
6629,INV7629,Greenline,Sonia M,Calgary,3303.18,3303.18,Pending,Steve,2023-07-31,False
6630,INV7630,Greenline,Alex P,Calgary,1122.99,1122.99,Flagged,Steve,2023-04-15,False
6631,INV7631,Quickmove,Alex P,Montreal,2904.14,2904.14,Approved,Nora,2023-05-04,False
6632,INV7632,Greenline,Sonia M,Windsor,1580.6,1580.6,Pending,Kathy,2023-08-19,False
6633,INV7633,Fastship,Leah T,Toronto,4232.18,4219.18,Flagged,David,2023-07-21,True
6634,INV7634,Greenline,John D,Vancouver,1814.95,1812.95,Flagged,Maria,2023-09-06,True
6635,INV7635,Roadx,Leah T,Toronto,1224.63,1224.63,Approved,David,2023-10-28,False
6636,INV7636,Greenline,Ravi K,Toronto,2697.51,2697.51,Flagged,David,2023-08-19,False
6637,INV7637,Greenline,Ravi K,Vancouver,764.74,764.74,Approved,Maria,2023-02-23,False
6638,INV7638,Abc Corp,Alex P,Calgary,4007.67,4007.67,Flagged,Steve,2023-06-03,False
6639,INV7639,Fastship,Naman Goyal,Montreal,3432.14,3445.14,Pending,Nora,2023-05-02,True
6640,INV7640,Xyz Ltd,John D,Calgary,3875.49,3881.49,Approved,Steve,2023-09-23,True
6641,INV7641,Abc Corp,Alex P,Calgary,2054.5,2054.5,Flagged,Steve,2023-11-11,False
6642,INV7642,Ab Trucks,Ravi K,Windsor,4191.52,4191.52,Flagged,Kathy,2023-04-03,False
6643,INV7643,Fastship,Naman Goyal,Toronto,2518.39,2518.39,Pending,David,2023-11-14,False
6644,INV7644,Roadx,Naman Goyal,Toronto,564.03,564.03,Flagged,David,2023-05-22,False
6645,INV7645,Fastship,Naman Goyal,Toronto,1197.74,1197.74,Approved,David,2023-01-17,False
6646,INV7646,Ab Trucks,Naman Goyal,Montreal,3584.16,3584.16,Flagged,Nora,2023-11-25,False
6647,INV7647,Ab Trucks,Leah T,Montreal,4492.47,4492.47,Flagged,Nora,2023-03-23,False
6648,INV7648,Ab Trucks,Naman Goyal,Montreal,566.41,566.41,Pending,Nora,2023-09-15,False
6649,INV7649,Quickmove,Alex P,Vancouver,4334.65,4334.65,Pending,Maria,2023-12-11,False
6650,INV7650,Xyz Ltd,Sonia M,Montreal,4015.44,4015.44,Flagged,Nora,2023-01-24,False
6651,INV7651,Greenline,Leah T,Windsor,1847.15,1847.15,Pending,Kathy,2023-11-08,False
6652,INV7652,Fastship,Sonia M,Windsor,3477.46,3477.46,Pending,Kathy,2023-09-23,False
6653,INV7653,Quickmove,Alex P,Calgary,1016.06,1016.06,Flagged,Steve,2023-01-29,False
6654,INV7654,Greenline,Alex P,Calgary,4085.63,4085.63,Approved,Steve,2023-03-14,False
6655,INV7655,Greenline,John D,Calgary,3320.96,3320.96,Flagged,Steve,2023-07-26,False
6656,INV7656,Roadx,Leah T,Calgary,2250.26,2250.26,Approved,Steve,2023-07-03,False
6657,INV7657,Ab Trucks,Sonia M,Windsor,4336.13,4336.13,Approved,Kathy,2023-09-01,False
6658,INV7658,Xyz Ltd,Naman Goyal,Calgary,782.25,782.25,Flagged,Steve,2023-10-29,False
6659,INV7659,Roadx,Alex P,Windsor,4244.35,4244.35,Pending,Kathy,2023-11-19,False
6660,INV7660,Abc Corp,Naman Goyal,Montreal,217.04,217.04,Flagged,Nora,2023-12-02,False
6661,INV7661,Ab Trucks,Sonia M,Montreal,3790.68,3790.68,Flagged,Nora,2023-01-12,False
6662,INV7662,Quickmove,Leah T,Vancouver,2909.48,2909.48,Pending,Maria,2023-02-07,False
6663,INV7663,Xyz Ltd,Ravi K,Calgary,3513.94,3513.94,Pending,Steve,2023-12-18,False
6664,INV7664,Greenline,Ravi K,Montreal,2120.49,2120.49,Approved,Nora,2023-01-17,False
