Invoice_ID,Client_Name,Billing_Clerk,Region,Freight_Amount,Billed_Amount,Status,Region_Manager,Date_Processed,Error_Flag
INV8168,AB Trucks,Alex P,Windsor,3429.34,3429.34,Approved,Kathy,2023-12-17,No
INV8169,ABC Corp,John D,Windsor,4104.08,4104.08,Pending,Kathy,2023-10-30,No
INV8170,AB Trucks,Ravi K,Montreal,162.71,120.71000000000001,Flagged,Nora,2023-09-02,Yes
INV8171,XYZ Ltd,Naman Goyal,Calgary,2856.51,2856.51,Pending,Steve,2023-10-20,No
INV8172,ABC Corp,Sonia M,Toronto,2400.08,2400.08,Flagged,David,2023-01-12,No
INV8173,XYZ Ltd,Sonia M,Calgary,1372.02,1372.02,Pending,Steve,2023-09-10,No
INV8174,ABC Corp,Ravi K,Vancouver,889.04,889.04,Approved,Maria,2023-12-30,No
INV8175,XYZ Ltd,Sonia M,Windsor,1021.38,1021.38,Pending,Kathy,2023-02-05,No
INV8176,AB Trucks,John D,Calgary,3652.37,3638.37,Flagged,Steve,2023-01-18,Yes
INV8177,QuickMove,Alex P,Toronto,2727.36,2727.36,Pending,David,2023-07-25,No
INV8178,AB Trucks,Naman Goyal,Vancouver,4907.66,4930.66,Flagged,Maria,2023-02-16,Yes
INV8179,XYZ Ltd,Leah T,Calgary,1291.83,1291.83,Pending,Steve,2023-03-22,No
INV8180,ABC Corp,Ravi K,Windsor,4788.83,4788.83,Flagged,Kathy,2023-12-21,No
INV8181,FastShip,Sonia M,Toronto,2624.04,2624.04,Approved,David,2023-04-25,No
INV8182,AB Trucks,Alex P,Windsor,815.53,815.53,Approved,Kathy,2023-06-07,No
INV8183,AB Trucks,Leah T,Windsor,826.08,826.08,Flagged,Kathy,2023-09-07,No
INV8184,RoadX,John D,Vancouver,3081.98,3081.98,Approved,Maria,2023-08-23,No
INV8185,FastShip,Sonia M,Toronto,4173.97,4173.97,Flagged,David,2023-02-12,No
INV8186,XYZ Ltd,Sonia M,Montreal,3763.79,3763.79,Flagged,Nora,2023-11-17,No
INV8187,QuickMove,Naman Goyal,Windsor,3312.57,3312.57,Approved,Kathy,2023-12-24,No
INV8188,ABC Corp,John D,Toronto,943.33,911.33,Pending,David,2023-09-17,Yes
INV8189,,John D,Windsor,630.87,630.87,Flagged,Kathy,2023-08-03,No
INV8190,XYZ Ltd,Ravi K,Calgary,101.22,101.22,Pending,Steve,2023-06-17,No
INV8191,GreenLine,Leah T,Calgary,598.79,598.79,Pending,Steve,2023-09-20,No
INV8192,QuickMove,Naman Goyal,Toronto,3855.2,3855.2,Approved,David,2023-01-07,No
INV8193,AB Trucks,Ravi K,Vancouver,4486.72,4486.72,Flagged,Maria,2023-12-23,No
INV8194,GreenLine,Naman Goyal,Montreal,1277.72,1277.72,Pending,Nora,2023-07-08,No
INV8195,AB Trucks,John D,Calgary,3994.98,3992.98,Pending,Steve,2023-02-24,Yes
INV8196,AB Trucks,Naman Goyal,Vancouver,1074.36,1028.36,Approved,Maria,2023-06-17,Yes
INV8197,GreenLine,Naman Goyal,Montreal,1321.43,1321.43,Approved,Nora,2023-05-10,No
INV8198,QuickMove,Naman Goyal,Calgary,1198.37,1198.37,Pending,Steve,2023-11-26,No
INV8199,GreenLine,Alex P,Montreal,353.48,353.48,Pending,Nora,2023-03-12,No
INV8200,XYZ Ltd,Alex P,Windsor,1050.9,1050.9,Approved,Kathy,2023-01-26,No
INV8201,RoadX,Leah T,Toronto,1930.36,1930.36,Approved,David,2023-02-18,No
INV8202,RoadX,Leah T,Calgary,2086.8,2086.8,Approved,Steve,2023-06-22,No
INV8203,GreenLine,John D,Calgary,1616.39,1616.39,Flagged,Steve,2023-10-04,No
INV8204,XYZ Ltd,Naman Goyal,Windsor,2622.15,2622.15,,Kathy,2023-08-08,No
INV8205,RoadX,John D,Calgary,1952.19,1952.19,Approved,Steve,2023-08-28,No
INV8206,XYZ Ltd,Alex P,Calgary,4854.79,4854.79,Approved,Steve,2023-07-05,No
INV8207,XYZ Ltd,Naman Goyal,Calgary,4056.02,4056.02,Flagged,Steve,2023-11-04,No
INV8208,AB Trucks,Ravi K,Calgary,4661.79,4661.79,Flagged,Steve,2023-09-19,No
INV8209,RoadX,Alex P,Calgary,2831.39,2831.39,Approved,Steve,2023-07-30,No
INV8210,RoadX,Alex P,Vancouver,3423.86,3423.86,Approved,Maria,2023-07-01,No
INV8211,AB Trucks,Alex P,Calgary,916.71,916.71,Flagged,Steve,2023-09-01,No
INV8212,GreenLine,Naman Goyal,Windsor,3788.65,3788.65,Flagged,Kathy,2023-01-13,No
INV8213,AB Trucks,Leah T,Calgary,1256.26,1256.26,Pending,Steve,2023-01-25,No
INV8214,,Sonia M,Montreal,814.58,814.58,Flagged,Nora,2023-11-06,No
INV8215,RoadX,Ravi K,Montreal,305.11,305.11,Flagged,Nora,2023-12-10,No
INV8216,QuickMove,Ravi K,Windsor,2413.93,2413.93,Approved,Kathy,2023-10-28,No
INV8217,GreenLine,John D,Vancouver,1505.27,1505.27,Approved,Maria,2023-06-21,No
INV8218,AB Trucks,Naman Goyal,Windsor,4934.96,4934.96,Approved,Kathy,2023-01-09,No
INV8219,ABC Corp,Leah T,Vancouver,1324.19,1324.19,,Maria,2023-08-02,No
INV8220,ABC Corp,Alex P,Toronto,4346.06,4346.06,Pending,David,2023-07-31,No
INV8221,GreenLine,Sonia M,Montreal,1650.55,1650.55,Approved,Nora,2023-02-28,No
INV8222,AB Trucks,Naman Goyal,Montreal,3770.72,3770.72,Pending,Nora,2023-12-09,No
INV8223,AB Trucks,Naman Goyal,Montreal,3333.22,3333.22,Pending,Nora,2023-03-08,No
INV8224,XYZ Ltd,Leah T,Vancouver,2852.74,2852.74,Flagged,Maria,2023-12-19,No
INV8225,RoadX,Sonia M,Windsor,2142.44,2142.44,Flagged,Kathy,2023-01-04,No
INV8226,FastShip,Alex P,Vancouver,3388.41,3389.41,Approved,Maria,2023-05-17,Yes
INV8227,QuickMove,Naman Goyal,Montreal,2095.66,2095.66,Flagged,Nora,2023-02-25,No
INV8228,GreenLine,Ravi K,Montreal,2785.69,2785.69,Pending,Nora,2023-01-09,No
INV8229,FastShip,Ravi K,Montreal,2990.03,2990.03,Flagged,Nora,2023-11-18,No
INV8230,FastShip,Sonia M,Montreal,1410.04,1410.04,Flagged,Nora,2023-05-30,No
INV8231,GreenLine,Alex P,Toronto,1764.71,1764.71,Pending,David,2023-06-23,No
INV8232,AB Trucks,,Montreal,188.45,188.45,Flagged,Nora,2023-10-08,No
INV8233,GreenLine,Naman Goyal,Vancouver,4275.58,4275.58,Flagged,Maria,2023-05-12,No
INV8234,FastShip,Ravi K,Montreal,3804.32,3853.32,Approved,Nora,2023-07-05,Yes
INV8235,RoadX,John D,Calgary,999.3,999.3,Pending,Steve,2023-08-26,No
INV8236,QuickMove,Sonia M,Toronto,1874.04,1874.04,Flagged,David,2023-10-12,No
INV8237,QuickMove,John D,Montreal,2163.24,2163.24,Pending,Nora,2023-09-27,No
INV8238,RoadX,John D,Calgary,1738.46,1738.46,Flagged,Steve,2023-02-22,No
INV8239,RoadX,Leah T,Vancouver,4011.39,4011.39,Approved,Maria,2023-12-06,No
INV8240,AB Trucks,Ravi K,Toronto,3654.56,3632.56,Flagged,David,2023-10-20,Yes
INV8241,ABC Corp,Sonia M,Montreal,3859.08,3859.08,Flagged,Nora,2023-08-26,No
INV8242,GreenLine,John D,Vancouver,4530.24,4530.24,Pending,Maria,2023-01-18,No
INV8243,QuickMove,Naman Goyal,Calgary,3016.24,3016.24,Flagged,Steve,2023-08-27,No
INV8244,RoadX,Leah T,Toronto,3111.22,3111.22,Pending,David,2023-06-02,No
INV8245,GreenLine,Alex P,Montreal,3637.48,3637.48,Approved,Nora,2023-05-08,Yes
INV8246,QuickMove,Leah T,Vancouver,3438.04,3438.04,Pending,Maria,2023-07-12,No
INV8247,RoadX,Alex P,Toronto,4362.08,4362.08,Flagged,David,2023-04-29,No
INV8248,,Ravi K,Calgary,3873.97,3857.97,Pending,Steve,2023-11-12,Yes
INV8249,AB Trucks,Sonia M,Montreal,690.25,690.25,Approved,Nora,2023-04-03,No
INV8250,ABC Corp,Sonia M,Toronto,4648.96,4648.96,Flagged,David,2023-07-10,No
INV8251,ABC Corp,Alex P,Calgary,3447.19,3447.19,Approved,Steve,2023-09-28,No
INV8252,RoadX,Naman Goyal,Calgary,723.02,723.02,Approved,Steve,2023-03-12,No
INV8253,QuickMove,Alex P,Vancouver,3882.67,3882.67,Flagged,Maria,2023-04-09,No
INV8254,AB Trucks,Alex P,Calgary,1856.22,1856.22,Flagged,Steve,2023-07-10,No
INV8255,XYZ Ltd,Sonia M,Calgary,4049.29,4049.29,Pending,Steve,2023-04-11,No
INV8256,GreenLine,John D,Windsor,4781.49,4781.49,Flagged,Kathy,2023-12-08,No
INV8257,GreenLine,Naman Goyal,Calgary,1350.69,1350.69,Pending,Steve,2023-05-30,No
INV8258,FastShip,Sonia M,Montreal,4301.31,4301.31,Approved,Nora,,No
INV8259,AB Trucks,Leah T,Toronto,3890.45,3890.45,Pending,David,2023-01-26,No
INV8260,QuickMove,Alex P,Montreal,3388.81,3388.81,Flagged,Nora,2023-09-02,No
INV8261,FastShip,John D,Montreal,1986.11,1986.11,Pending,Nora,2023-09-01,No
INV8262,RoadX,Naman Goyal,Vancouver,638.32,638.32,,Maria,2023-02-11,No
INV8263,QuickMove,,Windsor,2471.09,2471.09,Approved,Kathy,2023-11-07,No
INV8264,FastShip,Naman Goyal,Windsor,617.77,617.77,Pending,Kathy,2023-04-20,No
INV8265,ABC Corp,Naman Goyal,Montreal,2550.72,2550.72,Pending,Nora,,No
INV8266,GreenLine,Alex P,Toronto,4119.44,4119.44,Pending,David,2023-05-17,No
INV8267,QuickMove,Alex P,Windsor,4988.43,4988.43,Pending,Kathy,2023-11-28,No
INV8268,FastShip,Ravi K,Windsor,1070.24,1070.24,Approved,Kathy,2023-01-17,No
INV8269,ABC Corp,Ravi K,Montreal,1118.5,1118.5,Flagged,Nora,2023-09-19,No
INV8270,AB Trucks,Ravi K,Windsor,4073.33,4073.33,Pending,Kathy,2023-02-05,No
INV8271,FastShip,Sonia M,Vancouver,2398.39,2398.39,Approved,Maria,2023-06-21,No
INV8272,RoadX,Sonia M,Montreal,4587.44,4587.44,Flagged,Nora,2023-01-04,No
INV8273,RoadX,Alex P,Windsor,3868.08,3868.08,Approved,Kathy,2023-02-28,No
INV8274,RoadX,Alex P,Windsor,3708.5,3708.5,Pending,Kathy,2023-09-01,No
INV8275,QuickMove,Ravi K,Windsor,599.57,599.57,Pending,Kathy,2023-09-17,No
INV8276,GreenLine,Sonia M,Montreal,275.79,275.79,Approved,Nora,2023-11-20,No
INV8277,FastShip,John D,Toronto,1652.14,1652.14,Pending,David,2023-11-10,No
INV8278,AB Trucks,Sonia M,Calgary,1164.76,1164.76,Pending,Steve,2023-11-26,No
INV8279,FastShip,Alex P,Windsor,3590.31,3590.31,Approved,Kathy,2023-01-01,No
INV8280,GreenLine,Sonia M,Calgary,2308.6,2308.6,Flagged,Steve,2023-11-28,No
INV8281,ABC Corp,Alex P,Calgary,2663.42,2616.42,Approved,Steve,2023-03-31,Yes
INV8282,GreenLine,Ravi K,Windsor,4087.33,4087.33,Approved,Kathy,2023-06-30,No
INV8283,RoadX,Ravi K,Windsor,2444.67,2444.67,Pending,Kathy,2023-02-18,No
INV8284,,Ravi K,Calgary,2770.14,2770.14,Flagged,Steve,2023-09-22,No
INV8285,ABC Corp,John D,Toronto,4227.37,4227.37,Pending,David,2023-10-16,No
INV8286,QuickMove,John D,Calgary,2213.55,2213.55,Approved,Steve,2023-10-27,No
INV8287,RoadX,Alex P,Toronto,507.32,507.32,Flagged,David,2023-11-14,No
INV8288,XYZ Ltd,Naman Goyal,Vancouver,2656.36,2656.36,Flagged,Maria,2023-03-23,No
INV8289,GreenLine,Leah T,Toronto,2938.87,2938.87,Pending,David,2023-02-10,No
INV8290,GreenLine,John D,Montreal,2607.8,2624.8,Flagged,Nora,2023-01-23,Yes
INV8291,AB Trucks,Alex P,Windsor,1364.44,1357.44,Approved,Kathy,2023-02-13,Yes
INV8292,FastShip,Sonia M,Vancouver,1196.08,1178.08,Flagged,Maria,2023-07-22,Yes
INV8293,ABC Corp,Ravi K,Calgary,1911.81,1911.81,Approved,Steve,2023-10-07,No
INV8294,QuickMove,Ravi K,Toronto,914.52,914.52,Approved,David,2024-01-01,No
INV8295,ABC Corp,Ravi K,Vancouver,3363.52,3325.52,Approved,Maria,2023-01-26,Yes
INV8296,AB Trucks,Alex P,Montreal,3111.91,3111.91,Pending,Nora,2023-09-04,Yes
INV8297,AB Trucks,Ravi K,Toronto,3198.74,3198.74,Pending,David,2023-09-12,No
INV8298,QuickMove,John D,Calgary,1201.51,1201.51,Pending,Steve,2023-04-19,No
INV8299,FastShip,Sonia M,Calgary,1307.99,1307.99,Flagged,Steve,2023-11-28,No
INV8300,QuickMove,Ravi K,Toronto,3958.21,3927.21,Flagged,David,2023-08-27,Yes
INV8301,QuickMove,Alex P,Montreal,3481.55,3502.55,Flagged,Nora,2023-04-07,Yes
INV8302,RoadX,Sonia M,Windsor,4388.38,4378.38,Pending,Kathy,2023-02-20,Yes
INV8303,FastShip,Ravi K,Windsor,2077.18,2077.18,Approved,Kathy,2023-01-04,No
INV8304,GreenLine,Naman Goyal,Calgary,2781.91,2781.91,Approved,Steve,2023-12-22,Yes
INV8305,RoadX,Ravi K,Montreal,3720.01,3720.01,Pending,Nora,2023-11-12,No
INV8306,XYZ Ltd,Leah T,Calgary,4873.36,4873.36,Approved,Steve,2023-07-05,No
INV8307,FastShip,John D,Windsor,4949.2,4949.2,Approved,Kathy,2023-09-27,No
INV8308,AB Trucks,Sonia M,Calgary,4995.96,4995.96,Pending,Steve,2023-09-15,No
INV8309,RoadX,John D,Toronto,4463.58,4463.58,Approved,David,2023-01-19,No
INV8310,FastShip,Naman Goyal,Toronto,3234.29,3234.29,Pending,David,2023-02-15,No
INV8311,ABC Corp,Naman Goyal,Montreal,134.16,151.16,Flagged,Nora,2023-04-11,Yes
INV8312,QuickMove,Leah T,Windsor,3527.76,3527.76,Approved,Kathy,2023-04-13,No
INV8313,XYZ Ltd,John D,Montreal,1269.14,1269.14,Pending,Nora,2023-01-01,No
INV8314,GreenLine,Sonia M,Montreal,380.12,400.12,Flagged,Nora,2023-04-06,Yes
INV8315,QuickMove,Naman Goyal,Windsor,3516.2,3516.2,Approved,Kathy,2023-09-04,No
INV8316,ABC Corp,Naman Goyal,Vancouver,3804.45,3814.45,Flagged,Maria,2023-05-09,Yes
INV8317,ABC Corp,Ravi K,Vancouver,3331.22,3331.22,Approved,Maria,2023-10-20,No
INV8318,XYZ Ltd,Leah T,Calgary,1889.33,1889.33,Flagged,Steve,2023-01-02,No
INV8319,GreenLine,Alex P,Vancouver,2603.92,2603.92,Flagged,Maria,2023-02-22,No
INV8320,AB Trucks,Naman Goyal,Toronto,4681.24,4681.24,Approved,David,2023-11-13,No
INV8321,RoadX,Sonia M,Montreal,3675.09,3675.09,Pending,Nora,2023-08-06,No
INV8322,GreenLine,Sonia M,Calgary,2572.95,2572.95,Flagged,Steve,2023-06-10,No
INV8323,FastShip,Ravi K,Montreal,3007.9,3007.9,Pending,Nora,2023-10-23,Yes
INV8324,ABC Corp,Sonia M,Windsor,4645.65,4628.65,Flagged,Kathy,2023-08-11,Yes
INV8325,FastShip,Ravi K,Vancouver,2029.53,2029.53,Flagged,Maria,2023-03-22,No
INV8326,AB Trucks,Naman Goyal,Windsor,599.03,592.03,Approved,Kathy,2023-09-08,Yes
INV8327,FastShip,Naman Goyal,Calgary,1696.55,1696.55,Flagged,Steve,2023-04-27,No
INV8328,GreenLine,Naman Goyal,Toronto,2134.48,2112.48,Flagged,David,2023-04-22,Yes
INV8329,FastShip,Naman Goyal,Vancouver,1437.52,1437.52,Pending,Maria,2023-09-26,No
INV8330,AB Trucks,Alex P,Windsor,2691.96,2691.96,Pending,Kathy,2023-12-17,No
INV8331,AB Trucks,Leah T,Vancouver,1593.8,1593.8,Pending,Maria,2023-09-04,No
INV8332,AB Trucks,Leah T,Montreal,605.58,603.58,Approved,Nora,2023-09-03,Yes
INV8333,GreenLine,Alex P,Toronto,1021.54,1021.54,Pending,David,2023-08-29,No
INV8334,AB Trucks,Naman Goyal,Vancouver,4598.96,4643.96,Approved,Maria,2023-06-11,Yes
INV8335,ABC Corp,Sonia M,Toronto,3185.02,3185.02,Approved,David,2023-07-25,No
INV8336,QuickMove,Ravi K,Montreal,1640.11,1640.11,Pending,Nora,2023-04-30,Yes
INV8337,AB Trucks,Leah T,Montreal,1897.9,1897.9,Flagged,Nora,2023-05-31,No
INV8338,FastShip,John D,Windsor,2517.58,2517.58,Flagged,Kathy,2023-02-26,No
INV8339,RoadX,Ravi K,Calgary,3398.34,3398.34,Pending,Steve,2023-04-04,No
INV8340,FastShip,John D,Windsor,2952.68,2952.68,Flagged,Kathy,2023-12-20,No
INV8341,RoadX,John D,Toronto,4670.22,4670.22,Approved,David,2023-04-14,No
INV8342,FastShip,Naman Goyal,Windsor,3166.17,3166.17,Pending,Kathy,2023-11-15,No
INV8343,GreenLine,John D,Vancouver,4562.88,4562.88,Approved,Maria,2023-08-06,No
INV8344,FastShip,Naman Goyal,Windsor,126.61,126.61,Pending,Kathy,2023-03-11,No
INV8345,GreenLine,Alex P,Calgary,4463.74,4463.74,Flagged,Steve,2023-05-23,No
INV8346,GreenLine,Sonia M,Calgary,3635.15,3635.15,Flagged,Steve,2023-01-26,No
INV8347,AB Trucks,John D,Toronto,943.75,948.75,Approved,David,2023-11-09,Yes
INV8348,ABC Corp,Sonia M,Montreal,1388.89,1388.89,Flagged,Nora,2023-09-26,No
INV8349,RoadX,Naman Goyal,Calgary,2759.77,2732.77,Flagged,Steve,2023-09-25,Yes
INV8350,AB Trucks,John D,Toronto,712.2,712.2,Approved,David,2023-11-07,Yes
INV8351,AB Trucks,,Calgary,3948.3,3948.3,Approved,Steve,2023-09-02,No
INV8352,QuickMove,Alex P,Calgary,3976.75,3976.75,Approved,Steve,2023-02-05,No
INV8353,GreenLine,Leah T,Montreal,1574.65,1568.65,Pending,Nora,2023-11-16,Yes
INV8354,GreenLine,Alex P,Vancouver,442.1,442.1,Approved,Maria,2023-05-27,No
INV8355,RoadX,John D,Toronto,4945.35,4945.35,Pending,David,2023-08-29,No
INV8356,FastShip,Alex P,Calgary,1328.57,1350.57,Pending,Steve,2023-06-16,Yes
INV8357,FastShip,Leah T,Calgary,431.04,431.04,Pending,Steve,2023-02-21,No
INV8358,AB Trucks,Ravi K,Windsor,1716.83,1716.83,Approved,Kathy,2023-06-12,No
INV8359,XYZ Ltd,Sonia M,Vancouver,4848.12,4848.12,Pending,Maria,2023-04-13,No
INV8360,XYZ Ltd,Ravi K,Montreal,3985.35,4026.35,Flagged,Nora,2023-01-31,Yes
INV8361,FastShip,Alex P,Toronto,2453.63,2484.63,Approved,David,2023-06-29,Yes
INV8362,XYZ Ltd,Leah T,Calgary,1596.12,1596.12,Approved,Steve,2023-07-21,No
INV8363,QuickMove,Sonia M,Toronto,2174.2,2174.2,Pending,David,2023-01-13,No
INV8364,FastShip,Leah T,Montreal,185.09,185.09,Approved,Nora,2023-12-12,No
INV8365,GreenLine,Ravi K,Vancouver,3620.02,3620.02,Pending,Maria,2023-08-08,No
INV8366,AB Trucks,Naman Goyal,Windsor,588.26,588.26,Approved,Kathy,2023-08-15,Yes
INV8367,ABC Corp,Naman Goyal,Vancouver,2643.28,2643.28,Pending,Maria,2023-07-11,No
INV8368,AB Trucks,Sonia M,Windsor,2872.64,2872.64,Approved,Kathy,2023-09-10,No
INV8369,FastShip,Sonia M,Toronto,108.28,108.28,Approved,David,2023-12-26,No
INV8370,QuickMove,Sonia M,Vancouver,4901.41,4901.41,Pending,Maria,2023-09-17,No
INV8371,FastShip,Naman Goyal,Vancouver,1580.48,1580.48,Flagged,Maria,2023-08-19,No
INV8372,AB Trucks,Ravi K,Vancouver,478.4,478.4,Approved,Maria,2023-04-27,No
INV8373,QuickMove,Sonia M,Montreal,4286.5,4286.5,Flagged,Nora,2023-11-06,No
INV8374,QuickMove,Naman Goyal,Toronto,844.57,844.57,Flagged,David,2023-08-24,No
INV8375,QuickMove,Sonia M,Windsor,222.28,242.28,Approved,Kathy,2023-06-06,Yes
INV8376,RoadX,Sonia M,Vancouver,2523.98,2523.98,Approved,Maria,2023-03-27,No
INV8377,FastShip,Leah T,Toronto,736.59,736.59,Pending,David,2023-09-16,No
INV8378,XYZ Ltd,Sonia M,Montreal,4913.87,4913.87,Pending,Nora,,No
INV8379,XYZ Ltd,Naman Goyal,Montreal,151.01,161.01,Flagged,Nora,2023-03-01,Yes
INV8380,FastShip,Ravi K,Toronto,350.87,350.87,Pending,David,2023-09-22,No
INV8381,FastShip,Naman Goyal,Windsor,4183.09,4183.09,Pending,Kathy,2023-12-20,No
INV8382,RoadX,Naman Goyal,Toronto,1274.78,1274.78,Pending,David,2023-08-14,No
INV8383,XYZ Ltd,Sonia M,Toronto,4566.82,4566.82,Pending,David,2023-07-25,No
INV8384,FastShip,Leah T,Calgary,1624.57,1624.57,Approved,Steve,2023-01-18,No
INV8385,FastShip,John D,Montreal,441.93,441.93,Pending,Nora,2023-08-18,No
INV8386,RoadX,John D,Windsor,151.9,151.9,Flagged,Kathy,2023-03-30,No
INV8387,RoadX,John D,Calgary,1484.58,1484.58,Approved,Steve,2023-05-15,No
INV8388,AB Trucks,Naman Goyal,Toronto,2421.28,2421.28,Approved,David,2023-03-13,No
INV8389,RoadX,Sonia M,Montreal,104.98,104.98,Flagged,Nora,2023-05-08,No
INV8390,ABC Corp,John D,Calgary,2947.43,2958.43,Approved,Steve,2023-08-27,Yes
INV8391,XYZ Ltd,Alex P,Calgary,1734.94,1734.94,Approved,Steve,2023-09-14,No
INV8392,AB Trucks,Alex P,Windsor,2011.75,2011.75,Flagged,Kathy,2023-02-28,No
INV8393,ABC Corp,Alex P,Toronto,1380.91,1380.91,Pending,David,2023-12-21,No
INV8394,FastShip,Ravi K,Windsor,2692.32,2692.32,Approved,Kathy,2023-02-25,No
INV8395,FastShip,Sonia M,Calgary,1227.6,1227.6,Pending,Steve,2023-05-27,No
INV8396,AB Trucks,Naman Goyal,Calgary,760.63,770.63,Flagged,Steve,2023-02-19,Yes
INV8397,RoadX,Naman Goyal,Windsor,4464.17,4464.17,Approved,Kathy,2023-11-23,No
INV8398,QuickMove,Sonia M,Calgary,2013.72,2013.72,Pending,Steve,2023-04-06,Yes
INV8399,QuickMove,Leah T,Vancouver,476.96,476.96,Flagged,Maria,2023-04-04,No
INV8400,FastShip,Leah T,Montreal,1228.58,1228.58,Approved,Nora,2023-03-04,No
INV8401,QuickMove,Ravi K,Toronto,1618.72,1618.72,Approved,David,2023-02-26,No
INV8402,GreenLine,Sonia M,Montreal,3871.27,3871.27,Pending,Nora,2024-01-01,No
INV8403,AB Trucks,Leah T,Toronto,209.05,209.05,Approved,David,2023-11-10,No
INV8404,ABC Corp,Ravi K,Calgary,2443.42,2443.42,Pending,Steve,2023-05-01,No
INV8405,AB Trucks,,Windsor,2097.69,2097.69,Pending,Kathy,2023-02-11,No
INV8406,XYZ Ltd,John D,Windsor,4845.16,4845.16,Approved,Kathy,2023-08-26,No
INV8407,RoadX,Ravi K,Calgary,982.37,982.37,Flagged,Steve,2023-03-05,No
INV8408,RoadX,Sonia M,Toronto,3176.57,3176.57,Approved,David,2023-12-05,No
INV8409,AB Trucks,John D,Calgary,1090.76,1090.76,Flagged,Steve,2023-11-14,No
INV8410,FastShip,Sonia M,Toronto,2787.27,2787.27,Pending,David,2023-12-01,No
INV8411,FastShip,Leah T,Calgary,2819.81,2819.81,Pending,Steve,2023-11-07,No
INV8412,,John D,Calgary,469.2,469.2,Approved,Steve,2023-05-10,No
INV8413,GreenLine,Leah T,Calgary,2336.61,2336.61,Approved,Steve,2023-06-24,No
INV8414,,Sonia M,Windsor,2359.66,2359.66,Approved,Kathy,2023-04-07,No
INV8415,GreenLine,Sonia M,Toronto,1663.77,1663.77,Pending,David,2023-01-30,No
INV8416,ABC Corp,Alex P,Calgary,1458.08,1458.08,Approved,Steve,2023-10-09,No
INV8417,GreenLine,Ravi K,Montreal,1199.06,1166.06,Flagged,Nora,2023-03-12,Yes
INV8418,ABC Corp,Naman Goyal,Montreal,129.11,113.11000000000001,Flagged,Nora,2023-03-30,Yes
INV8419,GreenLine,Ravi K,Windsor,108.9,108.9,Pending,Kathy,2023-03-24,No
INV8420,RoadX,Sonia M,Vancouver,2989.96,2989.96,Pending,Maria,2023-03-15,No
INV8421,RoadX,Sonia M,Windsor,1528.17,1528.17,Approved,Kathy,2023-01-06,No
INV8422,ABC Corp,Ravi K,Vancouver,922.65,922.65,Approved,Maria,2023-05-06,No
INV8423,AB Trucks,Sonia M,Windsor,3455.2,3455.2,Flagged,Kathy,2023-03-08,No
INV8424,,Leah T,Montreal,2691.63,2691.63,Flagged,Nora,2023-12-31,No
INV8425,AB Trucks,John D,Calgary,4583.3,4583.3,Pending,Steve,2023-03-24,No
INV8426,FastShip,Sonia M,Toronto,4171.98,4171.98,Approved,David,2023-10-06,No
INV8427,ABC Corp,Ravi K,Calgary,3660.97,3660.97,Approved,Steve,2023-04-18,No
INV8428,QuickMove,Ravi K,Montreal,720.25,720.25,Approved,Nora,2023-10-21,No
INV8429,RoadX,Ravi K,Toronto,3363.83,3363.83,Approved,David,2023-01-13,No
INV8430,XYZ Ltd,Alex P,Vancouver,3500.24,3500.24,Flagged,Maria,2023-03-16,No
INV8431,FastShip,Leah T,Vancouver,3840.33,3840.33,Approved,Maria,2023-03-26,No
INV8432,AB Trucks,Leah T,Montreal,1389.35,1389.35,Flagged,Nora,2023-03-24,No
INV8433,,Alex P,Toronto,3237.46,3237.46,Pending,David,2023-03-01,No
INV8434,ABC Corp,Leah T,Calgary,3129.56,3129.56,Approved,Steve,2023-10-19,Yes
INV8435,QuickMove,Alex P,Montreal,1988.02,1988.02,Flagged,Nora,2023-03-19,No
INV8436,GreenLine,Leah T,Vancouver,3351.18,3351.18,Flagged,Maria,2023-08-22,No
INV8437,QuickMove,Alex P,Montreal,524.81,524.81,Flagged,Nora,2023-11-29,No
INV8438,XYZ Ltd,Alex P,Calgary,3253.17,3253.17,Approved,Steve,2023-09-16,No
INV8439,AB Trucks,Leah T,Windsor,3069.48,3069.48,Flagged,Kathy,2023-06-21,No
INV8440,FastShip,Alex P,Windsor,1132.06,1132.06,Flagged,Kathy,2023-12-11,No
INV8441,QuickMove,Leah T,Calgary,4109.25,4109.25,Pending,Steve,2023-06-09,No
INV8442,ABC Corp,Alex P,Toronto,4384.63,4384.63,Approved,David,2023-12-30,No
INV8443,XYZ Ltd,Ravi K,Montreal,1131.37,1131.37,Flagged,Nora,2023-12-16,No
INV8444,ABC Corp,Naman Goyal,Calgary,472.21,472.21,Flagged,Steve,2023-04-23,No
INV8445,RoadX,Leah T,Windsor,3057.52,3065.52,Approved,Kathy,2023-06-30,Yes
INV8446,GreenLine,Alex P,Vancouver,2451.6,2422.6,Approved,Maria,2023-08-23,Yes
INV8447,FastShip,Ravi K,Calgary,2195.21,2195.21,Flagged,Steve,2023-12-23,No
INV8448,ABC Corp,Naman Goyal,Calgary,3828.94,3798.94,Approved,Steve,2023-05-13,Yes
INV8449,AB Trucks,Alex P,Calgary,4851.35,4851.35,,Steve,2023-06-01,No
INV8450,RoadX,Naman Goyal,Windsor,2440.55,2440.55,Approved,Kathy,2023-03-01,No
INV8451,RoadX,Leah T,Windsor,130.16,130.16,Approved,Kathy,2023-08-18,No
